index,Country,Province,Lat,Long,Death2022101,Death2021101,Death2023101,Death2021601,Death2022601,Death2023601,Death20211201,Death20221201,Death20231201
979,US,Colorado,,,3,788,6,0,46,6,0,46,6
980,US,Colorado,34.44465746,-119.0910613,1211,129,0,806,718,0,825,734,0
981,US,Colorado,38.68278902,-121.9018288,270,36,25,136,12,25,141,13,25
982,US,Colorado,39.26255932,-121.3535644,99,209,19,37,41,19,39,42,20
983,US,Colorado,39.87432092,-104.3362578,1124,23,8,214,24,8,233,24,9
984,US,Colorado,37.57250606,-105.7885451,58,523,52,24,12,52,24,12,52
985,US,Colorado,39.64977461,-104.3353617,1047,1847,870,526,0,870,559,0,872
986,US,Colorado,37.19474156,-107.0476867,11,28,15,1890,7,15,1938,7,15
987,US,Colorado,37.31940883,-102.5603223,7,231,47,29,7,47,29,7,47
988,US,Colorado,37.95474293,-103.0720195,44,266,34,246,13,34,256,13,34
989,US,Colorado,40.09313619,-105.3546767,308,186,12,276,54,12,296,54,12
990,US,Colorado,39.95998787,-105.0566324,102,332,0,193,0,0,198,0,0
991,US,Colorado,38.74745778,-106.1926573,38,117,8,350,27,8,363,27,8
992,US,Colorado,38.82777431,-102.6032558,9,56,13,119,625,13,124,636,13
993,US,Colorado,39.68864463,-105.6463118,9,11,15,58,23,15,61,23,15
994,US,Connecticut,37.201606,-106.1917488,47,725,64,11,2380,64,11,2413,65
995,US,Connecticut,37.27732493,-105.4276548,14,373,2,760,2726,2,783,2761,2
996,US,Connecticut,38.32608609,-103.7844965,27,48,34,393,378,34,426,381,34
997,US,Connecticut,38.10883162,-105.3683478,16,4,767,48,424,768,52,430,770
998,US,Connecticut,38.86246243,-107.8631342,123,59,27,4,2371,27,4,2434,27
999,US,Connecticut,39.76018276,-104.8725695,1170,23,2906,60,532,2909,62,543,2923
1000,US,Connecticut,37.75208676,-108.5211585,6,11,3382,25,216,3390,27,219,3404
1001,US,Connecticut,39.33133796,-104.930001,357,27,503,11,2,504,11,3,513
1002,US,Connecticut,39.62754308,-106.6933637,33,15,528,29,252,530,30,258,534
1003,US,Delaware,38.83240149,-104.5251411,1478,20,3059,15,493,3065,15,512,3075
1004,US,Delaware,39.28656773,-104.1358721,32,49,750,21,1112,751,21,1153,756
1005,US,Delaware,38.47362326,-105.4399667,163,278,307,52,681,307,52,712,308
1006,US,Delaware,39.59921777,-107.902708,82,204,9,288,0,9,299,0,11
1007,US,Diamond Princess,39.85646523,-105.5252597,4,1071,337,210,0,338,225,0,339
1008,US,District of Columbia,40.10603347,-106.1178042,20,25,705,1102,1222,707,1142,1240,706
1009,US,Florida,38.66611652,-107.0320729,13,159,1547,29,285,1552,30,539,1554
1010,US,Florida,37.82247444,-107.3004345,0,118,954,163,62,959,178,122,960
1011,US,Florida,37.68473101,-104.9612585,28,16,0,120,394,0,122,707,0
1012,US,Florida,40.6659387,-106.3408905,0,22,0,18,58,0,18,128,0
1013,US,Florida,39.58635604,-105.2517692,1153,295,1411,21,914,1411,22,1787,1415
1014,US,Florida,38.43260896,-102.7392145,4,672,782,331,3079,782,336,4992,782
1015,US,Florida,39.30497777,-102.6022199,29,175,150,691,45,150,715,85,150
1016,US,Florida,37.28632032,-107.8429014,70,19,878,177,437,878,188,677,878
1017,US,Florida,39.20278823,-106.3555697,2,14,172,20,463,172,22,840,172
1018,US,Florida,40.66671597,-105.4625784,418,33,2409,14,352,2409,14,708,2409
1019,US,Florida,37.3153406,-104.0376458,36,433,6493,33,551,6493,34,886,6493
1020,US,Florida,38.98749519,-103.5136649,9,463,105,438,170,105,448,320,105
1021,US,Florida,40.7249637,-103.110817,102,210,943,495,97,943,516,138,943
1022,US,Florida,39.01787888,-108.469799,496,4188,1095,211,24,1095,218,53,1095
1023,US,Florida,37.66954283,-106.9281698,1,35,941,4260,1483,941,4452,2890,941
1024,US,Florida,40.61810999,-108.2070876,49,66,1119,35,706,1119,36,1110,1119
1025,US,Florida,37.33859579,-108.5958857,60,231,449,68,114,449,71,282,449
1026,US,Florida,38.40214114,-108.2639022,151,51,164,238,20,164,248,46,164
1027,US,Florida,40.2627981,-103.8093302,129,749,82,54,99,82,54,182,82
1028,US,Florida,37.9014485,-103.7173385,118,288,3736,776,44,3736,805,70,3736
1029,US,Florida,38.14717457,-107.7675136,6,1895,1447,297,19,1447,311,34,1447
1030,US,Florida,,,0,376,414,1923,45,414,1975,65,414
1031,US,Florida,39.120926,-105.7182065,17,1049,57,397,25,57,423,49,57
1032,US,Florida,40.59414277,-102.3577703,15,790,238,1106,45,238,1132,104,238
1033,US,Florida,39.21720112,-106.9310027,6,72,108,814,87,108,863,145,108
1034,US,Florida,37.95544985,-102.3926052,45,128,38,80,482,38,86,935,38
1035,US,Florida,38.17359144,-104.5127437,700,509,87,142,366,87,157,570,87
1036,US,Florida,39.97913541,-108.2179009,12,314,57,514,1832,57,544,3140,57
1037,US,Florida,37.5836865,-106.3847838,41,113,138,317,49,138,326,72,138
1038,US,Florida,40.48596505,-106.9905548,24,405,169,118,306,169,129,575,169
1039,US,Florida,38.08054629,-106.282466,11,120,1236,417,158,1236,438,243,1236
1040,US,Florida,37.76248981,-107.6763289,0,97,765,122,28,765,124,36,765
1041,US,Florida,38.00450883,-108.4020725,7,25,4243,95,26,4243,96,51,4243
1042,US,Florida,40.87595412,-102.3519227,7,0,104,27,663,104,28,1255,104
1043,US,Florida,39.63803232,-106.1150762,12,65,742,0,1009,742,0,1861,742
1044,US,Florida,38.88133511,-105.1614893,54,449,291,65,332,291,66,530,291
1045,US,Florida,,,0,25,68,458,56,68,466,116,68
1046,US,Florida,39.97015535,-103.202587,27,48,63,25,16,63,28,25,63
1047,US,Florida,40.55499405,-104.3929621,611,30,1720,51,45,1720,57,69,1720
1048,US,Florida,40.00346839,-102.4258673,23,44,2437,30,689,2437,30,1229,2437
1049,US,Florida,41.26809896,-73.3881171,2355,9,754,45,996,754,45,1803,754
1050,US,Florida,41.80283011,-72.73103891,2696,25,183,9,335,183,9,524,183
1051,US,Florida,41.7937534,-73.2451475,371,6,31,25,6472,31,25,9278,31
1052,US,Florida,41.45949668,-72.53714864,414,75,103,6,52,103,6,100,103
1053,US,Florida,41.4080325,-72.93620426,2342,20,1649,76,127,1649,76,249,1649
1054,US,Florida,41.48896435,-72.10430976,522,67,2363,21,367,2363,21,585,2363
1055,US,Florida,41.85853803,-72.3308481,211,130,732,70,89,732,76,163,732
1056,US,Florida,,,2,44,11920,133,1310,11920,139,2298,11920
1057,US,Florida,41.82972709,-71.98182316,247,31,132,47,529,132,52,939,132
1058,US,Florida,39.08646628,-75.56884914,493,261,335,30,2883,335,30,4329,335
1059,US,Florida,39.57992638,-75.64054974,1112,35,741,262,802,741,272,1624,741
1060,US,Florida,38.66143781,-75.39031349,681,20,195,36,1671,195,37,2780,195
1061,US,Florida,,,0,31,3170,21,1387,3170,23,2534,3170
1062,US,Florida,,,0,21,1233,31,160,1233,32,383,1233
1063,US,Florida,38.90417773,-77.01655992,1211,57,5749,21,291,5749,21,531,5749
1064,US,Florida,29.67866525,-82.35928158,285,20,2169,60,844,2169,62,1350,2169
1065,US,Florida,30.33060121,-82.28467476,62,48,3874,24,516,3874,26,904,3874
1066,US,Florida,30.26548745,-85.62122584,394,11,3314,49,221,3314,51,478,3314
1067,US,Florida,29.95079741,-82.16611613,58,22,455,11,657,455,11,1047,455
1068,US,Florida,28.29409504,-80.73091022,914,37,681,22,284,681,22,477,681
1069,US,Florida,26.15184651,-80.48725556,3079,126,1930,37,140,1930,37,273,1930
1070,US,Florida,30.40666734,-85.19394153,45,39,1229,131,48,1229,137,85,1229
1071,US,Florida,26.90131002,-81.92949121,437,19,655,40,25649,655,43,315,655
1072,US,Florida,28.84804315,-82.47614748,463,239,1365,20,74,1365,20,100,1365
1073,US,Florida,29.98319144,-81.85609986,352,3,664,241,846,664,263,1649,664
1074,US,Florida,26.11091986,-81.34687065,551,47,348,3,56,348,3,106,348
1075,US,Florida,30.22509788,-82.62160164,170,132,114,47,89,114,49,174,114
1076,US,Florida,27.18677893,-81.80941373,97,66,1037,133,52,1307,146,75,1307
1077,US,Georgia,29.60631086,-83.15724673,24,3,123,69,109,123,70,109,123
1078,US,Georgia,30.33225875,-81.66976468,1483,234,2231,3,39,2231,3,39,2231
1079,US,Georgia,30.67652764,-87.37284571,706,14,141,235,64,141,245,65,141
1080,US,Georgia,29.45933576,-81.31508595,114,577,227,14,14,227,15,14,227
1081,US,Georgia,29.83791238,-84.82731662,20,93,119,598,203,119,617,204,119
1082,US,Georgia,30.57796289,-84.61915825,99,53,135,93,71,135,102,73,135
1083,US,Georgia,29.72856978,-82.79880657,44,100,57,53,207,57,56,208,57
1084,US,Georgia,26.95635849,-81.18996211,19,25,81,105,376,81,114,382,81
1085,US,Georgia,29.93543004,-85.2427099,45,84,15,26,112,15,29,112,15
1086,US,Georgia,30.49673973,-82.94998918,25,8,260,87,72,260,90,72,260
1087,US,Georgia,27.49293939,-81.80956574,45,39,100,8,673,100,10,675,101
1088,US,Georgia,26.55386945,-81.16469006,87,8,283,40,86,283,44,86,285
1089,US,Georgia,28.55364461,-82.42700204,482,16,476,8,91,478,9,92,479
1090,US,Georgia,27.34254618,-81.34071957,366,532,123,18,75,123,19,76,123
1091,US,Georgia,27.9276559,-82.32013172,1832,51,95,541,76,95,550,77,95
1092,US,Georgia,30.86747479,-85.81319222,49,63,818,52,227,818,55,228,820
1093,US,Georgia,27.69308961,-80.60556721,306,25,108,66,87,109,69,88,109
1094,US,Georgia,30.7954597,-85.21500423,158,213,114,26,125,114,28,125,115
1095,US,Georgia,30.43669112,-83.89442308,28,109,95,213,22,95,217,22,96
1096,US,Georgia,29.98484137,-83.18166636,26,41,108,113,99,109,117,99,109
1097,US,Georgia,28.76202069,-81.7125123,663,3,280,41,90,280,42,91,281
1098,US,Georgia,26.58410348,-81.88399313,1009,35,122,4,373,123,4,378,123
1099,US,Georgia,30.45955727,-84.27491114,332,33,175,37,125,177,37,127,177
1100,US,Georgia,29.31829741,-82.74007147,56,53,25,33,58,25,34,58,25
1101,US,Georgia,30.23766008,-84.8829258,16,13,137,53,740,137,58,744,137
1102,US,Georgia,30.44396917,-83.47398594,45,43,107,13,21,107,15,21,108
1103,US,Georgia,27.47196942,-82.31831044,689,77,493,44,112,494,44,114,496
1104,US,Georgia,29.21227113,-82.05803627,996,128,198,77,497,198,82,498,200
1105,US,Georgia,27.0772071,-80.43109784,335,81,65,128,189,65,133,190,65
1106,US,Georgia,25.6112362,-80.55170587,6472,26,1006,84,4,1007,86,4,1008
1107,US,Georgia,25.20904673,-81.07812416,52,790,22,27,800,23,30,808,24
1108,US,Georgia,30.61037141,-81.80297522,127,38,146,800,36,146,825,36,148
1109,US,Georgia,30.69143028,-86.59267105,367,4,684,38,1470,686,39,1488,690
1110,US,Georgia,27.3863362,-80.88944347,89,135,253,5,248,254,7,249,253
1111,US,Georgia,28.51367621,-81.31799498,1310,66,7,136,204,7,138,205,7
1112,US,Georgia,28.06312234,-81.14882926,529,32,1067,66,324,1068,72,327,1070
1113,US,Georgia,26.64676272,-80.46536002,2883,28,45,32,65,45,37,65,45
1114,US,Georgia,28.30810945,-82.40227529,802,604,2029,28,404,2034,29,407,2039
1115,US,Georgia,27.93130349,-82.72239666,1671,93,303,609,47,303,632,48,303
1116,US,Georgia,27.95027105,-81.69732947,1387,235,274,96,119,274,103,121,275
1117,US,Georgia,29.60779729,-81.74230285,160,48,425,245,22,428,263,23,428
1118,US,Georgia,30.6934145,-87.02458128,291,38,80,48,80,81,48,82,81
1119,US,Georgia,27.18546175,-82.33174248,844,29,521,39,1413,521,47,1419,522
1120,US,Georgia,28.7158582,-81.24060348,516,33,64,29,110,64,31,111,64
1121,US,Georgia,29.90096506,-81.43589967,221,11,144,33,136,144,36,137,145
1122,US,Georgia,27.37763908,-80.47106649,657,159,40,11,62,40,12,62,40
1123,US,Georgia,28.70181754,-82.0794267,284,130,107,160,432,107,165,434,107
1124,US,Georgia,30.19746066,-82.9909967,140,17,1911,134,314,1920,148,324,1925
1125,US,Georgia,30.04848048,-83.60445406,48,73,138,17,58,141,20,58,141
1126,US,Georgia,,,25531,9,167,75,11,168,79,11,169
1127,US,Georgia,30.04412971,-82.37497443,74,35,74,11,175,75,14,176,75
1128,US,Georgia,29.05858895,-81.18263252,846,40,553,35,93,554,37,94,557
1129,US,Georgia,30.16548905,-84.39895211,56,34,453,40,144,453,41,144,454
1130,US,Georgia,30.64204028,-86.16935664,89,34,65,34,57,65,34,58,65
1131,US,Georgia,30.61359259,-85.66002461,52,24,12,34,118,12,34,119,12
1132,US,Georgia,31.74847232,-82.28909114,108,32,210,24,254,211,24,259,213
1133,US,Georgia,31.29633502,-82.87545866,39,10,119,32,412,119,35,415,119
1134,US,Georgia,31.55456473,-82.45936528,64,122,165,10,307,165,10,308,166
1135,US,Georgia,31.32669878,-84.44218806,14,33,69,122,85,70,123,86,70
1136,US,Georgia,33.06882326,-83.24701748,203,31,180,33,1896,180,36,1910,180
1137,US,Georgia,34.35607081,-83.49644388,71,11,370,31,142,372,32,147,376
1138,US,Georgia,33.99148694,-83.71436292,206,5,558,12,21,560,13,21,561
1139,US,Georgia,34.23732119,-84.83887523,376,136,451,5,346,453,5,348,457
1140,US,Georgia,31.76095874,-83.22145359,111,23,114,139,209,114,144,214,114
1141,US,Georgia,31.27590016,-83.2252992,72,16,2599,24,93,2603,25,94,2610
1142,US,Georgia,32.80904227,-83.70489165,673,24,192,16,74,193,16,74,193
1143,US,Georgia,32.43829035,-83.33035166,86,10,29,24,1583,30,26,1598,30
1144,US,Georgia,31.19576557,-81.97743999,89,26,432,10,222,435,10,224,436
1145,US,Georgia,30.83922642,-83.58303423,75,10,296,26,701,299,28,706,299
1146,US,Georgia,32.00979311,-81.44002948,76,20,112,10,83,112,10,83,112
1147,US,Georgia,32.39577406,-81.74811421,225,3,90,20,132,90,21,137,90
1148,US,Georgia,33.05917989,-81.99928721,87,52,2060,3,96,2065,3,96,2072
1149,US,Georgia,33.2830945,-83.9543504,125,64,284,54,75,284,57,76,285
1150,US,Georgia,31.53169785,-84.62725131,22,10,910,67,43,913,69,43,915
1151,US,Georgia,30.92951916,-81.66601818,99,10,91,11,538,91,11,548,91
1152,US,Georgia,32.40209349,-82.07702563,90,42,184,10,426,184,10,430,184
1153,US,Georgia,33.58138199,-85.07976677,371,209,122,43,42,122,45,42,124
1154,US,Georgia,34.89872298,-85.13757014,124,127,111,211,238,111,213,243,111
1155,US,Georgia,30.78371028,-82.13951596,58,42,61,128,61,61,134,62,61
1156,US,Georgia,32.00043026,-81.12489526,739,14,739,43,63,742,43,64,748
1157,US,Georgia,32.34341231,-84.78809239,21,348,532,15,95,534,16,97,536
1158,US,Georgia,34.47197698,-85.34535662,110,111,55,351,63,55,365,63,55
1159,US,Georgia,34.24393976,-84.47431861,496,33,311,116,64,311,124,64,311
1160,US,Georgia,33.95436462,-83.37124007,189,20,80,33,99,80,33,99,81
1161,US,Georgia,31.62221166,-84.97713865,4,33,76,20,101,76,25,102,76
1162,US,Georgia,33.54187245,-84.35594188,797,21,118,34,17,118,35,17,118
1163,US,Georgia,30.91395822,-82.70432472,36,46,68,22,260,68,23,261,68
1164,US,Georgia,33.94243204,-84.5761255,1466,30,84,46,86,84,48,87,84
1165,US,Georgia,31.54892966,-82.8549206,248,31,126,30,136,126,31,137,126
1166,US,Georgia,31.18810588,-83.7677946,204,1,126,32,33,129,34,33,130
1167,US,Georgia,33.54534185,-82.263524,323,17,30,1,29,30,1,29,30
1168,US,Georgia,31.16068491,-83.42947229,65,31,323,20,329,323,25,330,324
1169,US,Georgia,33.35334302,-84.76129976,401,253,112,31,111,112,31,112,112
1170,US,Georgia,32.71391813,-83.98061238,47,81,163,263,46,163,279,46,163
1171,US,Georgia,31.92289565,-83.76811843,119,2,38,81,85,38,85,85,38
1172,US,Georgia,34.8549167,-85.50490424,22,15,36,2,42,36,2,43,36
1173,US,Georgia,34.44244079,-84.16964071,80,12,429,15,80,430,15,80,430
1174,US,Georgia,33.76944049,-84.22396017,1411,98,136,12,33,137,13,33,138
1175,US,Georgia,30.87967778,-84.57619536,110,50,53,100,121,53,106,121,53
1176,US,Georgia,32.17265114,-83.16948926,136,17,120,51,24,122,58,24,122
1177,US,Georgia,32.15630737,-83.79746561,62,74,55,17,102,55,17,102,55
1178,US,Georgia,31.53328528,-84.21722377,431,9,110,75,154,110,76,154,111
1179,US,Georgia,33.70291126,-84.77026156,313,0,39,9,45,39,10,45,39
1180,US,Georgia,31.32155345,-84.90255207,58,36,157,0,52,157,0,52,157
1181,US,Georgia,30.71101099,-82.89687287,11,14,30,37,153,30,39,153,30
1182,US,Georgia,32.36616021,-81.34280942,175,39,125,15,680,125,15,683,125
1183,US,Georgia,34.11302332,-82.83936148,93,35,184,39,375,184,39,377,184
1184,US,Georgia,32.59221302,-82.30239915,144,85,56,35,83,56,35,83,56
1185,US,Georgia,32.15328841,-81.8870105,55,81,71,85,44,71,89,44,74
1186,US,Georgia,34.86430205,-84.316964,118,70,203,82,1168,203,86,1198,204
1187,US,Georgia,33.41357794,-84.49089434,253,37,902,72,355,905,74,360,908
1188,US,Georgia,34.26268279,-85.21577392,412,15,491,37,115,492,37,115,493
1189,US,Georgia,34.22604035,-84.1231513,307,128,114,16,126,115,16,132,115
1190,US,Georgia,34.37525597,-83.23159927,85,25,63,130,107,63,133,108,63
1191,US,Georgia,33.79216944,-84.46319413,1893,19,1600,25,74,1602,26,74,1610
1192,US,Georgia,34.69316688,-84.45802506,142,6,468,19,164,469,20,167,472
1193,US,Georgia,33.22879932,-82.61297636,21,42,148,6,68,148,9,68,148
1194,US,Georgia,31.23279254,-81.53811412,345,82,184,43,90,187,46,90,187
1195,US,Georgia,34.50487351,-84.87296253,208,59,142,82,4,143,85,4,143
1196,US,Georgia,30.87454847,-84.23418364,93,92,106,60,79,106,61,82,106
1197,US,Georgia,33.5769205,-83.17139104,74,83,210,92,44,212,95,44,212
1198,US,Georgia,33.96044201,-84.02137802,1580,9,84,85,765,84,90,769,84
1199,US,Georgia,34.63331566,-83.53094677,221,46,112,9,265,112,9,268,112
1200,US,Georgia,34.32207823,-83.81896936,700,49,5,46,8,5,47,8,5
1201,US,Georgia,33.2721566,-82.99766919,83,2,104,50,62,104,52,62,104
1202,US,Georgia,33.79602175,-85.21005667,131,19,49,2,26,49,2,26,49
1203,US,Georgia,32.73709786,-84.90538572,96,37,956,19,341,956,20,347,958
1204,US,Georgia,34.34626973,-82.96567682,75,126,342,38,124,342,45,125,343
1205,US,Georgia,33.29686567,-85.12886832,43,35,11,135,30,11,139,30,11
1206,US,Georgia,33.4533428,-84.1481466,538,10,75,37,145,75,39,145,75
1207,US,Georgia,32.45802497,-83.66879087,426,18,36,11,30,36,11,30,38
1208,US,Georgia,31.60213036,-83.27501387,42,40,442,18,3,442,18,3,443
1209,US,Georgia,34.13794553,-83.56814788,236,3,177,41,117,179,41,120,180
1210,US,Georgia,33.31535543,-83.68844964,60,122,36,3,42,36,3,42,36
1211,US,Georgia,31.80405727,-82.6372487,63,45,183,123,75,183,124,75,183
1212,US,Georgia,33.05867328,-82.41609057,94,224,34,45,58,34,45,58,34
1213,US,Georgia,32.79248718,-81.96040187,63,1,4,233,185,4,242,185,4
1214,US,Georgia,32.70211082,-82.66166794,64,17,143,1,188,144,1,189,144
1215,US,Georgia,33.02512137,-83.56019163,99,2,51,18,177,51,18,177,51
1216,US,Georgia,33.07841647,-84.14263877,101,0,88,2,88,88,3,90,88
1217,US,Georgia,31.0382857,-83.06472457,17,355,70,0,55,71,0,55,71
1218,US,Georgia,32.46325233,-82.92221316,260,3,234,363,327,234,383,332,234
1219,US,Georgia,31.7793306,-84.14324253,85,63,237,3,50,237,3,50,237
1220,US,Georgia,31.82588896,-81.49251135,135,2,213,68,62,214,70,62,215
1221,US,Georgia,33.79201475,-82.45024131,33,4,123,2,8,124,2,8,125
1222,US,Georgia,31.75218791,-81.74952375,29,46,69,5,132,69,5,133,69
1223,US,Georgia,30.83568832,-83.27056716,329,13,414,52,193,415,53,193,417
1224,US,Georgia,34.57286511,-84.00425681,111,2,65,13,176,65,13,178,65
1225,US,Georgia,32.35207048,-84.04234127,46,13,73,2,364,73,2,364,73
1226,US,Georgia,34.12920917,-83.21218732,85,117,1,15,251,1,18,252,1
1227,US,Georgia,32.3483402,-84.52733571,41,7,177,117,26,177,120,26,177
1228,US,Georgia,33.47851918,-82.48252774,79,0,254,9,127,254,10,127,254
1229,US,Georgia,31.49683595,-81.40163426,33,0,282,1,181,282,1,181,284
1230,US,Georgia,33.04163534,-84.68859732,121,219,469,0,7,470,0,7,472
1231,US,Georgia,31.16568912,-84.73151117,24,10,300,225,36,299,234,36,301
1232,US,Georgia,31.22483255,-84.19381821,102,20,36,10,135,36,10,135,36
1233,US,Georgia,33.014289,-83.92097166,154,0,141,22,362,141,23,365,141
1234,US,Georgia,32.17201038,-82.53527476,45,6,221,0,61,221,0,61,222
1235,US,Georgia,33.59232073,-83.49129491,52,2,10,8,39,10,8,40,10
1236,US,Georgia,34.78897608,-84.74993177,151,9,39,2,47,39,2,47,39
1237,US,Georgia,32.50931999,-84.87142262,677,8,178,9,96,178,10,97,181
1238,US,Grand Princess,33.55514538,-83.8454714,373,14,480,9,3,483,11,3,485
1239,US,Guam,33.83749973,-83.43679568,82,21,72,14,273,72,14,274,72
1240,US,Hawaii,33.8786296,-83.08278123,44,18,55,22,153,55,22,157,55
1241,US,Hawaii,,,1160,15,64,18,809,65,21,815,65
1242,US,Hawaii,33.91969522,-84.86848792,354,15,126,15,18,126,16,20,126
1243,US,Hawaii,32.56934316,-83.82937,115,16,3,15,107,3,15,107,3
1244,US,Hawaii,34.46589159,-84.46406611,126,116,411,16,11,413,16,11,414
1245,US,Hawaii,31.35928155,-82.21598442,107,6,225,124,0,225,135,0,226
1246,US,Idaho,33.09310242,-84.38790389,74,9,1305,6,872,1307,6,886,1311
1247,US,Idaho,34.00267074,-85.18677781,164,5,46,9,14,46,9,14,46
1248,US,Idaho,32.23334561,-83.4754996,68,9,171,5,217,173,6,217,173
1249,US,Idaho,33.32056115,-83.37552891,89,18,14,9,15,14,9,15,14
1250,US,Idaho,31.86728114,-85.01773177,4,23,0,19,31,0,21,31,0
1251,US,Idaho,34.88389445,-83.40304637,78,44,1115,23,138,1115,23,139,1124
1252,US,Idaho,31.76622818,-84.75732369,44,2,16,44,27,16,45,27,16
1253,US,Idaho,33.35777107,-82.07026432,764,20,271,2,11,271,2,11,271
1254,US,Idaho,33.65145002,-84.02202167,264,24,19,20,151,19,21,155,19
1255,US,Idaho,32.2654021,-84.31258912,8,4,44,25,252,44,25,254,44
1256,US,Idaho,32.74976524,-81.60779441,62,26,173,5,51,173,5,51,173
1257,US,Idaho,30.93464824,-84.86823924,26,2,32,28,7,32,29,7,32
1258,US,Idaho,33.26310031,-84.28013991,341,113,14,2,1,14,3,1,14
1259,US,Idaho,34.55151201,-83.29405315,124,0,197,113,610,197,115,613,198
1260,US,Idaho,32.07996777,-84.83208037,30,3,301,0,23,301,0,24,301
1261,US,Idaho,32.03650571,-84.19821492,145,14,69,4,46,69,4,47,69
1262,US,Idaho,32.69642758,-84.53351366,30,73,12,15,0,12,16,0,12
1263,US,Idaho,33.56543317,-82.88136816,3,7,2,75,29,2,83,29,2
1264,US,Idaho,32.04785085,-82.05539188,117,15,719,7,7,722,7,7,726
1265,US,Idaho,32.55792548,-84.25077141,42,61,34,16,54,34,17,54,34
1266,US,Idaho,31.92829517,-82.93491155,75,5,56,62,27,56,64,27,56
1267,US,Idaho,31.77527543,-84.44069698,58,66,1,5,20,1,5,20,1
1268,US,Idaho,30.86392347,-83.91847289,185,1,39,67,72,39,68,72,39
1269,US,Idaho,31.45743864,-83.5236119,188,31,9,1,45,9,1,45,9
1270,US,Idaho,32.12059861,-82.32957247,177,19,73,31,42,73,31,42,73
1271,US,Idaho,34.91369188,-83.7410746,88,84,31,21,54,31,21,55,31
1272,US,Idaho,32.40422134,-82.56904553,55,49,30,86,57,30,88,58,30
1273,US,Idaho,33.03349196,-85.02812115,327,24,85,51,498,85,54,503,85
1274,US,Idaho,31.71612656,-83.62069378,50,32,61,24,41,61,25,41,61
1275,US,Idaho,32.67435595,-83.43078662,62,75,58,32,25,58,33,25,58
1276,US,Idaho,,,7,70,69,76,23,69,76,23,69
1277,US,Idaho,34.82995757,-83.98967069,132,7860,68,74,14,68,77,14,68
1278,US,Idaho,32.87920671,-84.30024826,192,20,651,8101,43,652,8342,43,655
1279,US,Idaho,34.73376362,-85.30165174,176,14,55,19,53,55,19,54,55
1280,US,Idaho,33.78017694,-83.73552314,361,18,28,14,118,28,15,119,28
1281,US,Idaho,31.05449097,-82.42224148,251,78,30,18,10,30,18,10,30
1282,US,Idaho,33.41146451,-82.67795848,26,22,15,81,43,15,86,43,15
1283,US,Idaho,32.96711864,-82.79357039,126,958,56,26,75,56,26,75,56
1284,US,Idaho,31.5521809,-81.91894878,180,27,68,1008,17,68,1035,17,68
1285,US,Idaho,32.04066113,-84.54742852,7,5,160,30,68,160,31,69,161
1286,US,Idaho,32.12009104,-82.72574721,36,52,12,6,8,12,7,8,12
1287,US,Idaho,34.64624278,-83.74905525,135,46,55,53,251,55,55,252,55
1288,US,Idaho,34.80987459,-84.96093476,362,37,92,47,0,92,50,0,92
1289,US,Idaho,31.97496928,-83.43438555,62,48,20,39,13,20,40,13,20
1290,US,Idaho,33.78290391,-82.74286107,39,28,80,53,50,80,55,50,80
1291,US,Illinois,32.80291082,-83.17140684,47,3,9,33,174,9,39,179,9
1292,US,Illinois,31.55162306,-83.85090513,96,30,310,3,13,310,3,13,311
1293,US,Illinois,,,3,44,0,30,28,0,30,28,0
1294,US,Illinois,13.4443,144.7937,270,10,17,47,94,17,50,94,17
1295,US,Illinois,19.60121157,-155.5210167,153,20,60,11,13,60,13,13,60
1296,US,Illinois,21.45803166,-157.9712182,805,7,228,21,113,228,22,114,228
1297,US,Illinois,22.03935037,-159.5966786,18,4,16,7,4,16,8,4,16
1298,US,Illinois,20.86399628,-156.5689097,107,39,31,4,42,31,5,42,31
1299,US,Illinois,,,11,49,125,41,31,125,46,32,125
1300,US,Illinois,,,0,51,17,49,228,17,51,234,17
1301,US,Illinois,43.4526575,-116.2415516,865,13,133,53,94,133,57,97,133
1302,US,Illinois,44.89333571,-116.4545247,14,81,6,14,46,6,14,47,6
1303,US,Illinois,42.67002716,-112.2233311,216,30,56,89,59,57,96,59,57
1304,US,Illinois,42.28269683,-111.3289238,15,21,37,31,108,37,36,108,37
1305,US,Illinois,47.21754179,-116.6586851,30,9,308,21,146,308,21,146,308
1306,US,Illinois,43.2167288,-112.3978437,136,564,117,9,12159,117,9,12406,117
1307,US,Illinois,43.4085812,-113.9752658,27,152,54,590,36,54,615,37,54
1308,US,Illinois,43.98829931,-115.7309284,11,68,75,159,31,75,165,31,75
1309,US,Illinois,48.29996017,-116.6017932,146,104,118,69,32,118,69,33,118
1310,US,Illinois,43.38713372,-111.6161537,246,186,185,107,158,185,111,161,185
1311,US,Illinois,48.76684761,-116.4630179,50,763,15042,190,42,15056,193,43,15056
1312,US,Illinois,43.72592209,-113.1735463,7,20,48,779,1463,48,801,1490,48
1313,US,Illinois,43.46665742,-114.8065892,1,30,39,20,55,40,20,55,40
1314,US,Illinois,43.61970148,-116.7095499,606,51,41,32,22,41,35,23,41
1315,US,Illinois,42.77149116,-111.5597683,23,39,209,53,113,209,57,116,209
1316,US,Illinois,42.28347888,-113.6012409,45,163,61,41,73,61,42,78,61
1317,US,Illinois,44.28496071,-112.3505704,0,60,1831,164,59,1832,165,61,1832
