index,Country,Province,Lat,Long,Death2022101,Death2021101,Death2023101,Death2021601,Death2022601,Death2023601,Death20211201,Death20221201,Death20231201
3500,US,Texas,30.05669873,-98.02944344,414,18,61,17,40,61,18,40,61
3501,US,Texas,35.83764858,-100.2703577,3,174,26,18,775,26,19,782,26
3502,US,Texas,32.21128872,-95.85846587,354,7,13,181,8,13,193,8,13
3503,US,Texas,26.39418217,-98.18299696,3528,11,185,7,174,185,7,174,185
3504,US,Texas,31.99045053,-97.13423143,174,26,476,12,12,476,12,12,477
3505,US,Texas,33.60771256,-102.3431676,141,29,50,27,418,50,27,424,50
3506,US,Texas,32.42990927,-97.83242024,216,17,948,31,91,950,33,92,951
3507,US,Texas,33.14875072,-95.56351139,153,1,9,17,28,9,17,28,9
3508,US,Texas,31.31925973,-95.42226208,90,19,210,1,44,211,1,44,212
3509,US,Texas,32.30621324,-101.4356444,152,54,12,21,99,12,23,102,12
3510,US,Texas,31.45628381,-105.388178,14,17,509,58,1145,510,61,1156,512
3511,US,Texas,33.12351514,-96.08551032,317,52,107,20,94,107,23,97,107
3512,US,Texas,35.84006574,-101.3546643,108,18,37,55,58,37,58,58,37
3513,US,Texas,31.30375559,-100.982439,2,24,50,19,9,51,21,9,51
3514,US,Texas,33.23377248,-98.17283469,22,19,133,25,240,133,26,240,133
3515,US,Texas,28.95472367,-96.57749563,52,97,1352,20,195,1353,21,196,1354
3516,US,Texas,30.74685667,-94.02667579,165,14,115,98,54,115,102,54,115
3517,US,Texas,30.71490589,-104.1399973,6,6,75,14,85,75,14,85,75
3518,US,Texas,29.8832777,-94.16434171,736,31,13,6,1145,13,6,1148,13
3519,US,Texas,27.04453923,-98.6968187,20,1,270,34,39,270,40,39,271
3520,US,Texas,27.73103938,-98.0904705,183,40,233,1,6,233,1,6,233
3521,US,Texas,32.37877812,-97.36615819,592,6,63,40,308,63,41,309,63
3522,US,Texas,32.73997145,-99.87861576,79,267,104,8,130,104,11,132,104
3523,US,Texas,28.90705334,-97.85960149,58,6,1336,273,111,1338,292,113,1340
3524,US,Texas,32.5991417,-96.28734728,453,203,49,8,361,49,8,365,49
3525,US,Texas,29.94414155,-98.7113588,102,15,6,204,45,6,212,45,6
3526,US,Texas,26.92601662,-97.66413984,2,1,373,17,58,375,17,59,376
3527,US,Texas,33.18104136,-100.7780939,3,3,157,1,221,158,4,222,158
3528,US,Texas,30.06040006,-99.34930144,142,6,134,3,720,134,3,720,134
3529,US,Texas,30.48678918,-99.74856473,11,13,479,6,31,481,6,32,481
3530,US,Texas,33.61643847,-100.2558057,0,1552,53,14,49,53,14,49,54
3531,US,Texas,29.34967888,-100.4186638,10,197,72,1561,413,72,1762,421,72
3532,US,Texas,27.42435506,-97.69894948,133,1,264,210,11,264,229,11,264
3533,US,Texas,33.60519951,-99.7422906,22,40,778,1,21,778,1,21,778
3534,US,Texas,28.34453111,-99.09908775,41,3,41,40,58,41,44,58,41
3535,US,Texas,33.66981763,-95.57404777,221,45,60,3,63,60,3,64,60
3536,US,Texas,34.06859623,-102.3516289,99,193,507,45,31,508,51,31,508
3537,US,Texas,31.19531316,-98.24206613,71,549,16,204,1,16,211,1,16
3538,US,Texas,29.38508402,-96.93186692,100,9,25,564,68,25,584,68,25
3539,US,Texas,30.31120597,-96.97045773,54,11,71,9,230,71,10,231,71
3540,US,Texas,31.29872538,-95.9936328,75,0,76,14,56,76,14,56,76
3541,US,Texas,30.15152688,-94.81205615,364,31,39,0,191,39,0,191,39
3542,US,Texas,31.5454767,-96.58095444,111,7,2,33,79,2,38,79,2
3543,US,Texas,36.27783108,-100.2733151,12,42,79,7,38,79,7,38,79
3544,US,Texas,28.35101362,-98.1246786,38,153,274,44,84,274,45,85,275
3545,US,Texas,30.70645047,-98.68475262,84,63,69,155,302,69,156,303,70
3546,US,Texas,31.84947612,-103.5818571,0,122,240,67,29,240,69,29,240
3547,US,Texas,33.61008596,-101.8204789,1099,86,91,124,9,91,128,9,92
3548,US,Texas,33.17657705,-101.8162849,29,22,45,89,93,46,90,95,46
3549,US,Texas,30.96694679,-95.93003775,46,9,109,22,9,109,23,9,109
3550,US,Texas,32.79868409,-94.3566123,55,60,358,9,114,359,12,115,359
3551,US,Texas,32.30600051,-101.9513518,24,451,39,61,16,39,66,16,39
3552,US,Texas,30.71780434,-99.22629416,8,74,9,459,839,9,483,841,9
3553,US,Texas,28.81955746,-96.01230294,162,7,107,75,26,107,80,28,107
3554,US,Texas,28.7429195,-100.3157686,416,218,12,7,338,12,9,338,12
3555,US,Texas,31.1925468,-99.34682807,40,31,136,228,38,136,245,39,136
3556,US,Texas,31.55255453,-97.20217694,770,63,16,35,5,16,40,5,16
3557,US,Texas,28.35251708,-98.56769164,8,213,998,64,6,999,65,6,1000
3558,US,Texas,29.3557301,-99.11030298,173,36,37,222,11,37,239,11,37
3559,US,Texas,30.88990665,-99.8204794,11,15,382,36,26,383,38,27,383
3560,US,Texas,31.86904128,-102.0315682,411,72,51,15,5057,51,15,5099,51
3561,US,Texas,30.7858183,-96.97718698,91,68,9,72,629,9,76,631,9
3562,US,Texas,31.49557106,-98.59272068,28,20,7,73,3,7,79,3,7
3563,US,Texas,32.30623474,-100.9212058,43,30,14,20,73,14,21,74,14
3564,US,Texas,33.67521893,-97.72500958,99,10,34,31,7,34,31,7,34
3565,US,Texas,30.30079133,-95.50572772,1135,25,6212,10,108,6224,13,110,6247
3566,US,Texas,35.83769242,-101.8930281,93,46,757,25,401,759,26,404,761
3567,US,Texas,33.11304005,-94.73255695,58,33,3,48,1508,3,50,1509,3
3568,US,Texas,34.07408766,-100.779722,9,86,85,35,64,85,37,64,85
3569,US,Texas,31.62017125,-94.61803994,239,553,10,93,73,10,105,74,10
3570,US,Texas,32.04620681,-96.47428766,195,32,136,570,0,136,609,0,136
3571,US,Texas,30.78548982,-93.74408813,54,12,478,34,158,478,35,161,479
3572,US,Texas,32.30365282,-100.4060208,85,137,1814,12,15,1821,12,15,1825
3573,US,Texas,27.736286,-97.5433285,1144,5,76,150,120,77,162,120,77
3574,US,Texas,36.27829105,-100.8158184,39,13,90,6,258,90,6,260,90
3575,US,Texas,35.40425596,-102.6027606,6,17,33,13,236,33,14,240,33
3576,US,Texas,30.11879481,-93.89412775,306,0,194,21,359,194,22,361,194
3577,US,Texas,32.75310985,-98.31319001,130,215,18,0,189,18,0,189,18
3578,US,Texas,32.1639596,-94.30552481,111,15,147,222,87,148,232,89,148
3579,US,Texas,32.77757172,-97.80500621,356,105,308,15,37,308,16,37,309
3580,US,Texas,34.52993409,-102.7844668,44,4,297,111,135,297,122,135,297
3581,US,Texas,30.78097267,-102.7241261,58,3,424,4,927,424,4,929,425
3582,US,Texas,30.79472531,-94.8276624,220,3,215,3,193,215,3,193,215
3583,US,Texas,35.40133773,-101.893964,668,69,110,3,15,110,4,15,110
3584,US,Texas,29.99954402,-104.2408079,30,0,49,76,553,49,77,557,49
3585,US,Texas,32.87109387,-95.79232691,49,25,154,0,76,155,0,76,155
3586,US,Texas,34.96585996,-101.8971322,407,0,1065,31,114,1065,32,114,1067
3587,US,Texas,31.36607041,-101.5232659,10,1,226,0,757,226,0,762,226
3588,US,Texas,29.83321503,-99.82018052,21,1,24,1,144,24,1,144,25
3589,US,Texas,33.61886692,-95.04841765,57,5,720,1,32,721,1,32,722
3590,US,Texas,31.32323325,-103.6903896,60,8,90,5,217,90,5,221,90
3591,US,Texas,28.3238976,-97.15766311,31,0,137,9,242,137,9,246,137
3592,US,Texas,35.83809685,-100.813175,1,9,921,0,36,922,0,36,923
3593,US,Texas,31.02539637,-96.51272246,68,5,167,10,74,167,10,74,167
3594,US,Texas,32.89779518,-96.40771592,228,3,35,6,46,35,9,46,35
3595,US,Texas,31.8314342,-99.97616148,56,23,280,3,56,282,3,56,283
3596,US,Utah,32.10773545,-94.76176432,191,27,302,24,197,303,24,197,304
3597,US,Utah,31.34318809,-93.85440451,77,31,42,29,129,42,30,132,42
3598,US,Utah,31.39457611,-94.17000399,38,88,98,33,317,98,33,328,98
3599,US,Utah,30.57933681,-95.16260304,83,22,56,89,1358,56,91,1375,56
3600,US,Utah,28.00880118,-97.51763891,301,7,70,23,46,70,26,47,70
3601,US,Utah,31.1577796,-98.81758731,29,10,268,7,62,268,7,64,268
3602,US,Utah,30.89740592,-100.5384842,9,7,176,10,506,178,10,514,178
3603,US,Utah,32.74613808,-100.9162664,92,180,446,7,19,446,7,19,447
3604,US,Utah,32.73587756,-99.35401337,9,29,1787,184,84,1797,186,88,1802
3605,US,Utah,31.79211404,-94.14550696,114,0,51,29,82,51,34,82,52
3606,US,Utah,36.27751473,-101.8933156,16,31,94,0,3,95,0,4,95
3607,US,Utah,32.37474036,-95.2717568,837,6,701,32,666,704,32,676,704
3608,US,Utah,32.22236802,-97.77403489,26,18,27,6,31,27,6,32,27
3609,US,Utah,26.56150059,-98.73892358,337,8,113,18,368,113,18,378,113
3610,US,Vermont,32.73553157,-98.83631615,37,7,120,8,10,120,11,10,120
3611,US,Vermont,31.82781912,-101.0500746,5,23,8,7,46,8,7,47,9
3612,US,Vermont,33.17906744,-100.2538401,6,12,868,23,21,868,23,22,873
3613,US,Vermont,30.49856623,-100.5382014,11,4,38,12,139,38,12,140,38
3614,US,Vermont,34.53028891,-101.7349174,25,19,490,4,3,493,7,3,496
3615,US,Vermont,32.77143818,-97.29101614,5023,9,28,21,57,28,23,57,32
3616,US,Vermont,32.30163422,-99.89007449,618,36,85,10,3,85,11,3,93
3617,US,Vermont,30.22429013,-102.0766732,3,8,36,37,11,36,42,12,40
3618,US,Vermont,33.17402785,-102.3354521,73,6,200,8,9,200,9,9,220
3619,US,Vermont,33.17751417,-99.21226795,7,34,4,7,31,4,9,31,4
3620,US,Vermont,33.21339719,-94.96797273,105,101,75,34,41,75,34,42,85
3621,US,Vermont,31.40464436,-100.462443,399,171,7,104,0,7,108,0,8
3622,US,Vermont,30.33432034,-97.7853562,1500,5,22,175,36,22,185,37,26
3623,US,Vermont,31.0879489,-95.1367187,64,28,15,5,31,15,6,31,17
3624,US,Vermont,30.77031716,-94.37690895,73,4,43,28,44,43,30,46,47
3625,US,Virgin Islands,,,0,1,87,4,89,87,4,90,96
3626,US,Virginia,32.73706798,-94.93999853,158,23,12,1,84,12,2,84,19
3627,US,Virginia,31.36868194,-102.0423217,15,4,67,23,118,67,27,118,75
3628,US,Virginia,29.35739637,-99.76229172,120,63,46,4,161,46,4,165,51
3629,US,Virginia,29.89149232,-101.1525205,258,6,64,63,88,64,63,90,68
3630,US,Virginia,32.56483801,-95.83766469,233,15,127,6,44,127,9,44,127
3631,US,Virginia,28.79780988,-96.96813006,357,30,115,16,63,115,16,63,115
3632,US,Virginia,30.73872995,-95.57440968,189,2,199,30,38,198,30,38,198
3633,US,Virginia,30.01058447,-95.99011759,87,683,219,2,283,219,3,285,222
3634,US,Virginia,31.50999644,-103.0927909,35,10,109,691,144,109,715,147,109
3635,US,Virginia,30.21498498,-96.40946246,135,6,63,10,15,63,10,15,64
3636,US,Virginia,27.7610369,-99.33237355,925,28,105,6,176,105,6,177,106
3637,US,Virginia,29.27765923,-96.22319248,193,17,59,29,18,59,30,18,59
3638,US,Virginia,35.40114335,-100.2699514,15,10,362,17,66,362,17,67,363
3639,US,Virginia,33.98842886,-98.7041034,545,23,233,11,58,233,11,58,237
3640,US,Virginia,34.07945812,-99.24178437,72,17,20,24,36,20,27,37,20
3641,US,Virginia,26.47411727,-97.61535848,114,28,274,18,89,275,18,89,277
3642,US,Virginia,30.64655664,-97.6004854,752,11,24,33,41,24,35,41,24
3643,US,Virginia,29.1732598,-98.08693082,144,35,112,11,34,112,11,34,113
3644,US,Virginia,31.85008651,-103.0485163,32,2,100,36,157,101,37,161,101
3645,US,Virginia,33.21570665,-97.65460265,213,7,53,2,58,53,6,59,54
3646,US,Virginia,32.78722382,-95.38236368,241,7,138,7,113,138,11,113,138
3647,US,Virginia,33.17320212,-102.8276433,35,24,61,7,22,61,7,22,61
3648,US,Virginia,33.17659707,-98.68790885,74,4,47,25,31,47,25,32,47
3649,US,Virginia,27.00156391,-99.16987152,46,16,233,4,64,233,4,65,233
3650,US,Virginia,28.86617238,-99.76050829,56,36,95,17,382,95,17,382,95
3651,US,Virginia,41.52106798,-113.0832816,195,48,162,40,609,162,45,610,162
3652,US,Virginia,39.37231946,-111.5758676,128,74,31,50,33,31,55,33,31
3653,US,Virginia,40.99001837,-112.1139997,311,44,49,78,71,49,80,71,50
3654,US,Virginia,40.66616532,-111.9216011,1314,294,86,46,19,86,48,19,87
3655,US,Virginia,37.62762978,-109.8033714,45,54,548,299,11,548,306,11,550
3656,US,Virginia,38.99617072,-110.7013958,61,0,860,57,96,861,60,97,865
3657,US,Virginia,37.85447192,-111.4418764,497,10,55,0,19,55,0,19,55
3658,US,Virginia,40.86688146,-110.9535882,19,29,110,11,212,110,11,212,110
3659,US,Virginia,40.44862644,-113.1295715,83,31,30,29,38,30,31,39,30
3660,US,Virginia,40.12491499,-109.5174415,82,10,24,31,62,24,32,63,24
3661,US,Virginia,,,2,4,171,10,46,171,10,46,172
3662,US,Virginia,40.1166722,-111.6657662,656,2,29,4,21,29,4,22,29
3663,US,Virginia,40.33110236,-111.1691419,31,3,292,2,1210,293,2,1215,294
3664,US,Virginia,41.27116049,-111.9145117,363,29,65,3,36,65,3,36,65
3665,US,Virginia,44.03217337,-73.14130877,10,4,106,31,14,106,32,14,106
3666,US,Virginia,43.03519828,-73.09048868,45,161,56,5,95,56,7,96,56
3667,US,Virginia,44.46548598,-72.10314651,21,10,41,161,33,41,165,33,41
3668,US,Virginia,44.46322849,-73.08359212,138,3,1655,11,32,1660,11,33,1662
3669,US,Virginia,44.72736416,-71.73579864,3,53,49,3,132,49,3,134,49
3670,US,Virginia,44.85627605,-72.91249563,56,4,20,55,44,20,59,44,20
3671,US,Virginia,44.7975824,-73.29679772,3,29,160,4,185,160,5,188,160
3672,US,Virginia,44.60353043,-72.64356694,11,8,53,29,27,53,29,27,53
3673,US,Virginia,44.00470222,-72.37640104,9,27,52,8,69,52,8,70,53
3674,US,Virginia,44.82964024,-72.24562697,29,4,215,27,38,216,27,38,218
3675,US,Virginia,43.57723578,-73.03741676,40,39,58,4,83,58,4,83,58
3676,US,Virginia,,,0,12,277,39,35,277,41,35,277
3677,US,Virginia,44.27343241,-72.61604978,32,42,42,12,63,42,12,65,43
3678,US,Virginia,42.986982,-72.71268875,30,4,83,43,47,83,48,47,83
3679,US,Virginia,43.58010937,-72.58595157,44,5,54,4,30,54,4,30,55
3680,US,Virginia,18.3358,-64.8963,89,70,114,5,127,114,7,127,114
3681,US,Virginia,37.76707161,-75.63234615,83,108,62,72,257,62,74,258,62
3682,US,Virginia,38.02080697,-78.55481085,117,31,89,112,208,89,120,209,89
3683,US,Virginia,38.814003,-77.08183073,161,10,63,31,116,63,31,118,63
3684,US,Virginia,37.78636074,-80.00222498,87,1,45,10,750,45,11,754,45
3685,US,Virginia,37.34081025,-77.98584649,44,24,182,1,212,182,2,212,183
3686,US,Virginia,37.60308293,-79.14548696,63,13,366,24,4,366,25,4,369
3687,US,Virginia,37.37569884,-78.81340003,38,33,336,13,98,336,15,99,338
3688,US,Virginia,38.8767675,-77.10139853,283,28,174,34,93,174,35,93,175
3689,US,Virginia,38.16404586,-79.12461614,141,33,1045,28,100,1051,28,100,1058
3690,US,Virginia,38.05852573,-79.73912095,15,38,310,33,27,310,34,27,310
3691,US,Virginia,37.3080028,-79.5281964,176,4,6,41,27,6,41,27,6
3692,US,Virginia,37.13128068,-81.13599391,18,78,123,6,9,123,7,9,123
3693,US,Virginia,37.55531756,-79.80982182,66,6,125,86,24,125,90,24,127
3694,US,Virginia,36.6163024,-82.16359122,58,17,141,6,68,141,6,70,144
3695,US,Virginia,36.76366949,-77.8593436,36,9,52,17,38,52,18,38,53
3696,US,Virginia,37.26818323,-82.03749726,87,261,51,9,314,51,9,315,52
3697,US,Virginia,37.57242268,-78.52518834,41,33,15,263,54,15,267,53,15
3698,US,Virginia,37.73484642,-79.35296097,34,7,40,36,23,40,38,24,41
3699,US,Virginia,37.20553386,-79.09678609,157,2,108,8,216,108,8,218,108
3700,US,Virginia,38.02679129,-77.34901405,58,5,34,2,25,34,2,25,34
3701,US,Virginia,36.73066666,-80.73455942,113,95,428,6,57,429,6,57,430
3702,US,Virginia,37.35358063,-77.05634116,22,68,97,100,16,97,108,16,99
3703,US,Virginia,37.01909701,-78.66314092,30,99,45,67,100,45,71,100,45
3704,US,Virginia,38.03527919,-78.48569588,64,6,303,101,24,303,104,24,308
3705,US,Virginia,36.67670048,-76.30545744,381,48,47,7,98,47,7,99,47
3706,US,Virginia,37.37373208,-77.5868014,607,16,77,48,34,77,50,34,78
3707,US,Virginia,39.11271747,-77.99199425,33,27,28,17,121,28,19,121,28
3708,US,Virginia,37.26420587,-77.39609676,71,35,123,29,24,124,31,24,124
3709,US,Virginia,37.7824656,-79.98631446,19,74,27,37,28,27,39,28,27
3710,US,Virginia,37.48133648,-80.21072274,11,55,142,74,320,142,78,320,142
3711,US,Virginia,38.48199985,-77.9563087,95,42,52,57,370,52,60,372,52
3712,US,Virginia,37.51328851,-78.24398086,19,67,179,42,49,181,42,50,183
3713,US,Virginia,36.58022376,-79.40395668,211,25,39,69,39,39,71,39,39
3714,US,Virginia,37.12560977,-82.35124171,38,32,42,26,20,42,30,20,42
3715,US,Virginia,37.07544585,-77.63451754,62,90,443,35,71,443,39,72,448
3716,US,Virginia,36.69455571,-77.53406129,46,5,517,91,69,517,100,69,526
3717,US,Virginia,37.93357639,-76.94230311,21,13,74,5,93,74,5,93,74
3718,US,Virginia,38.83677558,-77.27565836,1210,24,45,13,72,45,13,72,46
3719,US,Virginia,38.85157547,-77.2977964,36,0,21,24,109,21,27,109,21
3720,US,Virginia,38.88485255,-77.17560759,14,152,101,0,144,101,0,146,101
3721,US,Virginia,38.73564842,-77.80647472,95,33,104,159,23,104,168,24,104
3722,US,Virginia,36.9302126,-80.36738849,33,46,127,35,256,127,36,256,131
3723,US,Virginia,37.84157909,-78.27715475,32,13,102,55,31,102,58,32,102
3724,US,Virginia,36.99536167,-79.88023649,129,9,150,13,54,150,17,54,152
3725,US,Virginia,36.6831435,-76.93859681,44,8,231,10,53,231,11,54,231
3726,US,Virginia,39.20172582,-78.25974949,184,12,31,8,616,31,8,619,31
3727,US,Virginia,38.2977863,-77.4922454,27,59,354,16,106,354,17,106,357
3728,US,Virginia,36.66601852,-80.91703124,69,28,68,61,39,68,67,39,67
3729,US,Virginia,37.31234791,-80.70636931,38,13,84,28,7,84,30,7,84
3730,US,Virginia,37.40809042,-76.53524337,83,16,84,13,17,84,13,17,85
3731,US,Virginia,37.71714806,-77.90381514,35,18,804,16,391,803,16,393,805
3732,US,Virginia,36.65677234,-81.23215889,62,164,157,18,196,157,22,197,159
3733,US,Virginia,38.29545894,-78.46525378,47,35,49,166,273,49,172,275,50
3734,US,Virginia,36.67878901,-77.56351439,30,4,13,36,71,13,39,71,13
3735,US,Virginia,36.76654925,-78.93512622,127,146,29,4,182,29,4,189,29
3736,US,Virginia,37.03513786,-76.35879121,256,4,552,152,79,547,163,80,548
3737,US,Virginia,37.7583355,-77.49464673,208,29,311,4,83,313,4,85,316
3738,US,Virginia,38.43542574,-78.87536254,116,15,420,31,92,419,34,92,428
3739,US,Virginia,37.53460572,-77.39326555,749,2,90,15,188,90,15,189,91
3740,US,Virginia,36.68542395,-79.87634026,211,83,260,2,139,260,3,140,262
3741,US,Virginia,38.35799465,-79.56124594,4,2,127,86,74,127,87,75,128
3742,US,Virginia,37.29186313,-77.29754684,97,45,111,2,189,111,3,190,111
3743,US,Virginia,36.90579348,-76.70842863,93,26,126,45,119,126,52,119,127
3744,US,Virginia,37.31156958,-76.76950618,100,22,252,27,88,252,27,89,253
3745,US,Virginia,38.26818502,-77.15852768,27,1,195,22,258,195,22,259,195
3746,US,Virginia,37.70965316,-77.09384941,27,1050,102,1,13,102,2,13,102
3747,US,Virginia,37.71044922,-76.88689628,9,40,331,1085,31,331,1122,31,333
3748,US,Virginia,37.71889653,-76.46400482,24,26,193,46,123,193,51,123,194
3749,US,Virginia,36.70586667,-83.12606515,67,3,132,27,0,133,30,0,134
3750,US,Virginia,37.78258621,-79.44262866,38,31,330,3,603,330,3,608,333
3751,US,Virginia,39.08990083,-77.63481877,314,5,23,33,108,23,34,110,23
3752,US,Virginia,37.97850256,-77.96274807,54,16,45,5,182,45,5,185,46
3753,US,Virginia,36.94618528,-78.24133319,23,29,206,16,54,206,16,55,212
3754,US,Virginia,37.40021399,-79.19888138,216,5,0,29,39,0,30,39,0
3755,US,Virginia,38.41531222,-78.28220331,25,4,917,6,13,918,7,13,919
3756,US,Virginia,38.7464321,-77.48509905,57,348,178,4,58,178,4,59,178
3757,US,Virginia,38.77058531,-77.44399307,16,0,240,377,147,240,395,152,242
3758,US,Virginia,36.68212094,-79.86352771,100,40,84,0,119,84,0,121,86
3759,US,Virginia,37.44164146,-76.34098896,24,1,57,42,87,57,45,87,58
3760,US,Washington,36.67882005,-78.36131056,98,390,24,1,35,24,1,35,24
3761,US,Washington,37.63191998,-76.55064617,34,349,95,404,54,95,432,54,95
3762,US,Washington,37.17746986,-80.37868691,120,17,223,367,404,223,396,409,224
3763,US,Washington,37.78790447,-78.88498513,24,56,167,17,138,167,18,138,167
3764,US,Washington,37.50694406,-76.99828634,28,5,127,56,86,127,60,92,130
3765,US,Washington,37.08166899,-76.51754109,320,0,45,4,616,45,4,626,45
3766,US,Washington,36.89934014,-76.26420872,370,35,81,0,10,84,0,10,86
3767,US,Washington,37.34062933,-75.87751591,49,55,523,39,287,525,42,289,526
3768,US,Washington,37.89202088,-76.41949732,39,27,192,56,54,192,56,54,194
3769,US,Washington,36.93357076,-82.62750411,20,317,191,30,18,196,34,18,199
3770,US,Washington,37.1435975,-78.05065922,71,9,985,331,186,995,339,187,1007
3771,US,Washington,38.24530219,-78.015604,69,51,17,12,7,17,14,7,17
3772,US,Washington,38.61807452,-78.48797204,92,22,395,57,182,400,60,183,403
3773,US,Washington,36.6801638,-80.2865648,72,1,84,22,155,84,25,159,85
3774,US,Washington,37.20530399,-77.39368102,109,25,32,1,57,32,1,57,33
3775,US,Washington,36.81980341,-79.39731264,141,101,227,28,21,227,40,20,227
3776,US,Washington,37.14259351,-76.35798148,23,0,7,112,2158,7,121,2172,7
3777,US,Washington,36.85914825,-76.35971629,256,4,237,0,264,237,0,266,237
3778,US,Washington,37.55016038,-77.91267882,31,3,244,4,56,245,4,56,247
3779,US,Washington,37.22554789,-78.43597949,54,48,111,3,35,111,3,36,115
3780,US,Washington,37.18497668,-77.22922187,52,1,34,51,191,34,55,195,34
3781,US,Washington,38.70916224,-77.48713689,616,17,3368,1,26,3382,5,26,3402
3782,US,Washington,37.06474963,-80.71229738,105,35,404,18,100,402,19,103,401
3783,US,Washington,37.12222899,-80.5602732,39,14,90,40,106,90,43,106,91
3784,US,Washington,38.68295619,-78.15826963,7,42,59,17,42,59,23,43,60
3785,US,Washington,37.937575,-76.72920628,17,8,288,52,26,288,61,28,288
3786,US,Washington,37.53255773,-77.47966921,390,33,29,9,1027,29,11,1047,29
3787,US,Washington,37.26865804,-80.06396753,195,29,174,36,0,174,39,0,174
3788,US,Washington,37.27791025,-79.96189766,272,26,137,33,155,138,39,159,138
3789,US,Washington,37.81204314,-79.44605905,69,207,73,27,9,73,28,10,74
3790,US,Washington,38.51006137,-78.87260325,181,4,43,220,851,43,227,867,44
3791,US,Washington,36.9302832,-82.10095486,77,8,1562,4,1157,1575,8,1167,1579
3792,US,Washington,37.2836193,-80.06219455,83,59,3,9,115,3,9,117,3
3793,US,Washington,36.71466456,-82.60171704,92,14,253,59,272,255,63,279,260
3794,US,Washington,38.85905135,-78.56813762,187,53,17,16,4,17,19,4,17
